Experiment_id,Temperature,Model,Initial_cost,Orientation_price,Buyer,Answers,Obs.,Configuration,Original,Original_count
TU_3_1_2_1,0.5,llama-2-70b,0,10,friend,"['$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15']",50,3,"[65, 26, 6, 3]",31
TU_3_1_2_1,1.0,llama-2-70b,0,10,friend,"['$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15']",50,3,"[65, 26, 6, 3]",31
TU_3_1_2_1,1.5,llama-2-70b,0,10,friend,"['$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15']",50,3,"[65, 26, 6, 3]",31
TU_3_1_2_1,2.0,llama-2-70b,0,10,friend,"['$15', '$15', '$15', '""$20""', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$15', '$$25', '$15', '$15', '$15', '$15', '""$20""', '$15', '""$20""', '$15', ""$$25 dollars  If he's"", '$15']",45,3,"[65, 26, 6, 3]",31
TU_1_1_2_2,0.01,gpt-3.5-turbo,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",100,4,"[6, 16, 58, 19]",31
TU_1_1_2_2,0.5,gpt-3.5-turbo,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",100,4,"[6, 16, 58, 19]",31
TU_1_1_2_2,1.0,gpt-3.5-turbo,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$7', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",100,4,"[6, 16, 58, 19]",31
TU_1_1_2_2,1.5,gpt-3.5-turbo,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', 'I would', '$10', '$10', '$10', 'I would', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$5', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', 'The price', '$10', '$10', '$10', '$15', '$10', '$10', '$7', '$10', '$id.price', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$9', '$5', '$10', '$10', '$10', '$10', '$8', '$10', '$8', '$10', '$10', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$10', '$n$', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",95,4,"[6, 16, 58, 19]",31
TU_1_1_2_2,2.0,gpt-3.5-turbo,0,10,stranger,"['$10', '$10', '$10', '$8', '$10', 'Ten dollars', 'As an', '$8', 'Price:', '$7', 'I would', 'riskingdam', '10.', '$10', '$7', '$10', '$10', '$10', '$10', '$ibs', '$5', '$8', '$10', 'Unknown.', '$10', '$10', '$10', '$5', '10.', '$10', '$9', '$10', '$10', '$10', '$10', '$10', '$10', 'dy086', '$10', '$20', '$10', '$10', '$10', '$9', '$10', '$10', '$10', '$20', '$10', '$10', '$10', '$10', 'Charging', 'Bahund', '$10', '$iband', '$7', '$5', '$10', '$12', '$IR', '$10', '$10', '$7', 'Pixel params', '$10', '$10', 'Since Coleman', '$10', 'Field PA', '$5', 'Mark it', '$10', 'Determining', '$10', '$10', 'USD98', '$10', '$10', '$10', '$7', '$10', '', '$6', '10.', '$10', '$10', '$5', '$10', '$10', '$8', '$20', '$8', '$9', 'Charged', '$11', 'By using', '$10', '$10', '$10']",76,4,"[6, 16, 58, 19]",31
TU_2_1_2_2,0.01,gpt-4-1106-preview,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,4,"[6, 16, 58, 19]",31
TU_2_1_2_2,0.5,gpt-4-1106-preview,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,4,"[6, 16, 58, 19]",31
TU_2_1_2_2,1.0,gpt-4-1106-preview,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,4,"[6, 16, 58, 19]",31
TU_2_1_2_2,1.5,gpt-4-1106-preview,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,4,"[6, 16, 58, 19]",31
TU_2_1_2_2,2.0,gpt-4-1106-preview,0,10,stranger,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '\u200b\u200b$', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",49,4,"[6, 16, 58, 19]",31
TU_3_1_2_2,0.01,llama-2-70b,0,10,stranger,"['$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20']",50,4,"[6, 16, 58, 19]",31
TU_3_1_2_2,0.5,llama-2-70b,0,10,stranger,"['$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20']",50,4,"[6, 16, 58, 19]",31
TU_3_1_2_2,1.0,llama-2-70b,0,10,stranger,"['$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20']",50,4,"[6, 16, 58, 19]",31
TU_3_1_2_2,1.5,llama-2-70b,0,10,stranger,"['$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20']",50,4,"[6, 16, 58, 19]",31
TU_3_1_2_2,2.0,llama-2-70b,0,10,stranger,"['$20', '$20', '$20', '$20', '$20', '$20', 'I would ask for $20.', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', 'I would ask for $20.', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '""$20""', 'I would ask for $20.', '$20', '$15', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', '$20', 'I would ask for $20.']",45,4,"[6, 16, 58, 19]",31
TU_1_2_1_1,0.01,gpt-3.5-turbo,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,5,"[14, 79, 7, 14]",28
TU_1_2_1_1,0.5,gpt-3.5-turbo,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,5,"[14, 79, 7, 14]",28
TU_1_2_1_1,1.0,gpt-3.5-turbo,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,5,"[14, 79, 7, 14]",28
TU_1_2_1_1,1.5,gpt-3.5-turbo,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', 'Some possible', '$5', '$5', '$5', '$5', '$5', '10.', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$0', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$7', '$5', '$5', '$5', '$5', '$5', '5.', '$5', '$5', '$5', '$5', '$5', '$5', '$5', 'Sorry,', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$5', '$5', '$5', '$5', '$5', '$5', '$0', '$5', '$5', '$5']",96,5,"[14, 79, 7, 14]",28
TU_1_2_1_1,2.0,gpt-3.5-turbo,5,5,friend,"['$5', '$5', '$5', '$5', 'Seven dollars', '75.Infof', '$1', '$5', '$5', '$20', 'MARK xxx', '$10', '$5', '10.', '$5', 'I would', '$5', '$5', '$5', 'Mynore', '$5', '$5', '15.', '$5', '07.', 'The price', '$5', '-$ U', '$5', '$5', '$5', '$5', '$5', '$5', '→ NaN', '100"".$', '78.', '$5', '8.', '$5', '520293', '$}->', '$12', '$5', 'Answer politely', '$5', '$""Ch', 'Pricedere', '$5', '$5', '$0', '$5', '$uvwxyz', 'Less', '$5', '$', '$k', ""'$5"", '$NP', '$5', '$5', 'God Career', '$', '$5', '$5', '$8', '$5', '$5', '$5', '$5', '$5', '$5', '$5', ""$','','"", '$0', '$5', '$12', '10.', '$5', '$5', '$5', '$PointSize', '$5', '$5', '$0', '$5', '$5', 'Any price', '$5', '5.', '$5', '$5', '$5', '$0', '$5', '$5', '$5', '$10', '$5', '$5']",68,5,"[14, 79, 7, 14]",28
TU_2_2_1_1,0.01,gpt-4-1106-preview,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,5,"[14, 79, 7, 14]",28
TU_2_2_1_1,0.5,gpt-4-1106-preview,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,5,"[14, 79, 7, 14]",28
TU_2_2_1_1,1.0,gpt-4-1106-preview,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,5,"[14, 79, 7, 14]",28
TU_2_2_1_1,1.5,gpt-4-1106-preview,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,5,"[14, 79, 7, 14]",28
TU_2_2_1_1,2.0,gpt-4-1106-preview,5,5,friend,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,5,"[14, 79, 7, 14]",28
TU_3_2_1_1,0.01,llama-2-70b,5,5,friend,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,5,"[14, 79, 7, 14]",28
TU_3_2_1_1,0.5,llama-2-70b,5,5,friend,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,5,"[14, 79, 7, 14]",28
TU_3_2_1_1,1.0,llama-2-70b,5,5,friend,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,5,"[14, 79, 7, 14]",28
TU_3_2_1_1,1.5,llama-2-70b,5,5,friend,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",50,5,"[14, 79, 7, 14]",28
TU_3_2_1_1,2.0,llama-2-70b,5,5,friend,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '""$10""', '$10', '$10', '$10', '$$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', 'I would ask for $10.', '$10', '$$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",46,5,"[14, 79, 7, 14]",28
TU_1_2_1_2,0.01,gpt-3.5-turbo,5,5,stranger,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,6,"[0, 79, 7, 14]",28
TU_1_2_1_2,0.5,gpt-3.5-turbo,5,5,stranger,"['$10', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,6,"[0, 79, 7, 14]",28
TU_1_2_1_2,1.0,gpt-3.5-turbo,5,5,stranger,"['I would', '$10', '$5', '$25', '$10', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$10', '$5', '$8', '$5', '$5', '$5', '$10', '$5', '$5', '$10', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$10', '$10', '$5', '$5', '$10', '$5', '$10', '$10', '$10', '$10', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$10', '$8', '$5', '$5', '$20', '$10', '$5', '$5', '$10', '$5', '$20', '$10', '$5', '$5', '$5', '$5', '$5', '$75', '$5', '$10', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$10', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$10']",99,6,"[0, 79, 7, 14]",28
TU_1_2_1_2,1.5,gpt-3.5-turbo,5,5,stranger,"['$20', '$7', '$15', '$10', '$5', '$5', '$10', '$10', '$5', '$10', '$25', '$5', '$5', '$6', '$5', '$10', '$5', '$5', '$20', '$5', '$15', '$5', '$5', '$5', '$10', '$10', '$5', '$5', '$5', '$15', '$20', '$30', '$5', '$5', '$5', '$20', '$5', '$10', '$5', 'Any price', '$10', '$5', '$10', '$10', '$5', '$5', '$20', '$10', '$10', '$5', '$50', '$5', '$5', '$10', '$8', '$10', '$5', '$5', '$10', '$5', '$5', '$10', '$10', '$5', '$5', '$20', '$10', '$10', '$5', '$10', '$5', '$10', '$12', '$5', '$80', '$5', '$5', '$10', '$5', '$5', '$5', '$10', '$10', '$5', '$5', '$10', '$5', '$5', '$5', '$35', '$5', '$5', '$5', '$10', '$10', '$40', '$5', '$5', '$5', '$10']",99,6,"[0, 79, 7, 14]",28
TU_1_2_1_2,2.0,gpt-3.5-turbo,5,5,stranger,"['$6', '$5', '$10', '$ ―', '$X', '$VV', '52.', '$10', '$5', '$10', '$205', '$Available', 'PRICE -', 'The price', '$10', '$10', 'Optional\\Request', '$5', '$5', '$10', '252935', 'EDA Awareness', 'I ask', '$100', '$5', '($7', '$10', '$60', '$10', '$5', 'The price', 'I ask', '$50', 'heatmap cod', '$10', '$7', '$5', '$105', '$5', '$10', 'Some possible', '$5', '$35', '$10', '$10', '$20', '$gif', '$15', '1-cent', '$5', '75 essential', '$40', '$6', '$5', '$CAN', '$8', '산한', '$7', '$5', '$5', '$10', 'Blank', '$23', '$abcd', '$18', '10.', '$50', 'Assume', '$/Card', '$765', '$177', '$30', '$5', '$6', '$20', 'Indicated', '$5', '$5', '$ for', '$7', '{\nAnswer', '$10', '$525', 'Have fanc', '$10', '$10', 'Rh$', '$5', 'AllMake', '$30', '$I SW', '$26', '$5', '$17', 'From the', '(est)**', '$850', '$30', '$5', '$5']",65,6,"[0, 79, 7, 14]",28
TU_2_2_1_2,0.01,gpt-4-1106-preview,5,5,stranger,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,6,"[0, 79, 7, 14]",28
TU_2_2_1_2,0.5,gpt-4-1106-preview,5,5,stranger,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",50,6,"[0, 79, 7, 14]",28
