Experiment_id,Temperature,Model,Place,Income,Answers,Obs.,Configuration
TU2_3_1_3,0.01,llama-2-70b,hotel,$70k,"['$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50']",50,3
TU2_3_1_3,0.5,llama-2-70b,hotel,$70k,"['$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50']",50,3
TU2_3_1_3,1.0,llama-2-70b,hotel,$70k,"['$5.50', '$5.50', '$5.50', '$5.50', '$4.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$4.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50', '$5.50']",50,3
TU2_3_1_3,1.5,llama-2-70b,hotel,$70k,"['$5.50', '$4.50', '$4.50', '$8.50', '$5.00', '$5.50', '$4.50', '$5.50', '$5.50', '$5.50', '$4.50', '$8.50', '$4.50', '$5.50', '$5.00', '$4.50', '$4.50', '$4.50', '$5.50', '$5.00', '$4.50', '$5.50', '$4.50', '$5.50', '$5.50', '$5.00', '$5.50', '$4.50', '$5.50', '$5.50', '$4.50', '$5.50', '$5.00', '$5.50', '$4.50', '$8.50', '$5.50', '$8.50', '$4.50', '$4.50', '$4.50', '$5.50', '$5.50', '$5.50', '$4.50', '$5.50', '$5.50', '$4.50', '$5.00', '$5.00']",50,3
TU2_3_1_3,2.0,llama-2-70b,hotel,$70k,"[""Sure! Here's my answer:"", 'I would say $5.00.', ""Sure! Here's my answer:"", '$5.75', '$4.50', '$5.50', '$4.50', 'Sure! The answer is $5.2', '$5.50', '$5.50', '$5.50', '$8.50', '$5.00', '$4.50', 'Sure! The answer to this problem would come', '$5.50', '$4.50', '$4.50', 'I would say $5.50.', '$5.50', 'I would say $5.00.', '$5.50', '$5.50', '$5.50', ""Sure! here's my answer:"", ""Sure!Here's my answer:"", '$5.00', 'I would suggest telling your companion to try his', '$8.50', '$5.50', '$5.50', '$4.50', '$4.50', ""Sure! Here's my answer:"", '$5.50', '$5.50', '$5.00', 'I would say ""$5.50""', '$5.50', '$5.50', '$8.50', '$4.50', '$4.50', '$5.50', 'I would tell my companion to fetch me a', '$5.75', ""Sure! Here's my answer:"", '$5.50', '$5.50', '$5.50']",36,3
TU2_1_1_4,0.01,gpt-3.5-turbo,hotel,$120k,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",100,4
TU2_1_1_4,0.5,gpt-3.5-turbo,hotel,$120k,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10']",100,4
TU2_1_1_4,1.0,gpt-3.5-turbo,hotel,$120k,"['$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$8', '$10', '$10', '$10', '$10', '$15', '$10', '$10', '$15', '$15', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$15', '$10', '$15', '$10', '$10', '$15', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$10', '$10', '$15', '$15', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$12', '$10', '$7', '$10', '$10', '$10', '$10', '$8', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$20', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$10', '$8', '$10', '$10', '$10', '$10', '$10', '$10', '$8', '$10', '$10', '$10', '$10']",100,4
TU2_1_1_4,1.5,gpt-3.5-turbo,hotel,$120k,"['$8', '$10', '$10', '$15', '$10', '$10', '$7', '$10', '$15', '$5', '$10', '$10', '$5', '$15', '$8', '$10', '$8', '$10', '$10', '$15', '$10', '$8', '$10', '$10', '$8', '$10', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$15', '$10', '$10', '$8', '$15', '$10', '$10', '$10', '$10', '$6', '$10', '$10', '$10', '$10', '$10', '$10', '$12', '$9', '$20', '$10', '$10', '$10', '$8', '$10', '$10', '$10', '$20', '$10', '$10', '$10', '$10', '$8', '$10', '$15', '$12', '$10', '$12', '$10', '$10', '$10', '$10', '$10', '$15', '$10', '$10', '$10', '$10', '$10', '$15', '$15', '$10', '$7', '$10', '$15', '$10', '$10', '$5', '$10', '$5', '$10', '$12', '$10', '$10', '$10', '$10', '$12', '$10']",100,4
TU2_1_1_4,2.0,gpt-3.5-turbo,hotel,$120k,"['$15', '$753', '$15', 'Looking for', '$20', '$10', '$5', '$15', '$10', '$7', '$7', '$7', '$10', '$10', '$7', '$12', '$10', 'I would', '$_B', '$14', '335442', '$249', '$15', '$10', '$10', '$14', '$20', '$10', '$10', 'Alterfer', '$8', '$10', '$10', '$8', '14.', '$10', '$19', '$7', '$20', '$12', '$5', '$8', '$15', '$10', '$10', '$10', '$5', '$10', '$5', '$8', '10.', '$10', '\u200b\u200b$', 'I have', '$10', '$10', '$10', '$10', '$15', '$10', '$5', '$15', '60.', '$10', '$8', '$10', '45.', '$5', 'I bid', '$6', '$10', '$10', 'costüm', '$11', '14.', '$8', '6.', '$4', '$8', '$10', '$10', '457662', '$10', '$10', '31.', '$12', '$12', '$8', '$11', '$10', '$8', '$10', '$8', '$16', 'I>', '$10', 'USD', '$8', '$12', '$9']",82,4
TU2_2_1_4,0.01,gpt-4-1106-preview,hotel,$120k,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,4
TU2_2_1_4,0.5,gpt-4-1106-preview,hotel,$120k,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,4
TU2_2_1_4,1.0,gpt-4-1106-preview,hotel,$120k,"['$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,4
TU2_2_1_4,1.5,gpt-4-1106-preview,hotel,$120k,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$15', '$6', '$12', '$6', '$6', '$6', '$6', '$6', '$6', '$12', '$7', '$7', '$6', '$7', '$7', '$15', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$15', '$6', '$7', '$6', '$6', '$12', '$6', '$6', '$6', '$15', '$6', '$6', '$6', '$6', '$6', '$6']",50,4
TU2_2_1_4,2.0,gpt-4-1106-preview,hotel,$120k,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$6', '$6', '$7', '$6', '$6', '$6', '$6', '$12', '$6', '$7', '$6', '$15', '$6', '$10', '$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$6', '$6', '$7', '$6', '$7', '$6', '$6', '12.', '$6']",49,4
TU2_3_1_4,0.01,llama-2-70b,hotel,$120k,"['$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50']",50,4
TU2_3_1_4,0.5,llama-2-70b,hotel,$120k,"['$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50']",50,4
TU2_3_1_4,1.0,llama-2-70b,hotel,$120k,"['$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50']",50,4
TU2_3_1_4,1.5,llama-2-70b,hotel,$120k,"['$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50', '$8.50']",50,4
TU2_3_1_4,2.0,llama-2-70b,hotel,$120k,"['$7.50', 'I would suggest $6.50.', '$7.50', '$8.50', ""Sure! Here's my answer:"", '$8.50', '$8.50', '$8.50', '$8.50', 'Sure! The price I would give my companion', '$8.50', '$7.50', '$8.50', ""Sure! Here's my answer:"", '$8.50', ""Sure! Here's my answer:"", '$8.50', 'I would suggest a price of $7.', '$8.50', '$8.50', ""Sure! Here's my answer:"", '$7.50', '$7.50', 'I would suggest saying $8.50', '$8.50', '$8.50', '$7.50', '$7.50', '$7.50', '$8.50', '$8.50', '$7.50', '$7.50', '$7.50', '$8.50', '$8.50', '$7.50', 'Sure! The answer to this question could vary', '$7.50', '$8.50', ""Sure! Here's my answer:"", '$7.50', '$8.50', '$7.50', '$7.50', ""Sure! Here's my answer:"", '$8.50', '$8.50', '$7.50', '$7.50']",39,4
TU2_1_2_1,0.01,gpt-3.5-turbo,grocery,0,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,5
TU2_1_2_1,0.5,gpt-3.5-turbo,grocery,0,"['$5', '$5', '$5', '$5', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,5
TU2_1_2_1,1.0,gpt-3.5-turbo,grocery,0,"['$5', '$10', '$7', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$10', '$3', '$5', '$5', '$5', '$5', '$3', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$3', '$5', '$5', '$4', '$10', '$5', '$5', '$4', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5']",100,5
TU2_1_2_1,1.5,gpt-3.5-turbo,grocery,0,"['$5', '$5', '$5', '$3', '$4', '$5', '$5', '$10', '$5', '$5', '$3', '$3', '$5', '$4', '$3', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$4', '$2', '$2', '$3', '$3', '$10', '$5', '$10', '$5', '$10', '$4', '$10', '$4', '$5', '$5', '$3', '$9', '$5', '$5', '$4', '$5', '$5', '$5', '1.', '$5', '$10', '$5', '$10', '$4', '$5', '$5', '$5', '$10', '$10', '$5', '$3', '$5', '$5', '3.', '$5', '$5', '$5', '$5', '$10', '12.', '$5', '$6', '$10', '7.', '$5', '$8', '""$5', '1.', '$5', '$5', '$4', '$3', '$3', '$5', '$5', '$5', '$5', '$5', '$5', 'To buy', '$10', '$5', '$6', '$5', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$3', '3.']",92,5
TU2_1_2_1,2.0,gpt-3.5-turbo,grocery,0,"['$2', '$2', '$5', '$3', '$5', '$3', '$0', '$4', '12.', 'Up to', 'Since AI', '$5', '$20', '$3', '$3', '10.', '$3', '$7', '$4', ""'$5"", '$x.', '3.', '$9', '$3', '$5', '$3', '$5', '$6', '5.', '$5', '$10', '$2', '1050', '$10', '$5', '$5', 'Iches', '$7', '$10', 'N/A', '$15', '$5', '$10', '$10', '5.', '$10', '$5', '$5', '5.', '7.', '$5', '$9', 'The upgraded', 'Higher than', '$5', '$10', '$5', '$5', '8.', '$10', '$3', '12.', '$7', '$5', '$9', '$10', '$4', '$5', '$3', '$10', '5.', '$7', '$5', '$10', '$3', '5.', '$6', '\\$18', '$4', '$4', '$3', '$0', '$4', '$6', '$5', 'That price', '$5', '$5', '$5', '$5', '$4', '$10', '$4', '$10', '$3', '$5', 'As this', '$8', 'instead_trans', '12.']",76,5
TU2_2_2_1,0.01,gpt-4-1106-preview,grocery,0,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,5
TU2_2_2_1,0.5,gpt-4-1106-preview,grocery,0,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,5
TU2_2_2_1,1.0,gpt-4-1106-preview,grocery,0,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$4', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,5
TU2_2_2_1,1.5,gpt-4-1106-preview,grocery,0,"['$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$4', '$6', '$6', '$7', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6']",50,5
TU2_2_2_1,2.0,gpt-4-1106-preview,grocery,0,"['$6', '$6', '$6', '$6', '$6', '$6', '$4', '$6', '$10', '$6', '$6', '$7', '$5', '$6', '$6', '$6', '$5', '$8', '$6', '$6', '\\$10', '$5', '$6', '$6', '$4', '$6', '$6', '$6', '$7', '$5', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$6', '$4', '$6', '$5', '$6', '$6', '$6', '$5', '$7', '$6', '$6', '$6', '$7']",49,5
TU2_3_2_1,0.01,llama-2-70b,grocery,0,"['$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50']",50,5
TU2_3_2_1,0.5,llama-2-70b,grocery,0,"['$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50']",50,5
TU2_3_2_1,1.0,llama-2-70b,grocery,0,"['$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50']",50,5
TU2_3_2_1,1.5,llama-2-70b,grocery,0,"['$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50']",50,5
TU2_3_2_1,2.0,llama-2-70b,grocery,0,"['$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50', '$4.50']",50,5
TU2_1_2_2,0.01,gpt-3.5-turbo,grocery,$50k,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,6
TU2_1_2_2,0.5,gpt-3.5-turbo,grocery,$50k,"['$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$4', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$6', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$4', '$5', '$5', '$5', '$5', '$4', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$4', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5']",100,6
TU2_1_2_2,1.0,gpt-3.5-turbo,grocery,$50k,"['$4', '$5', '$3', '$5', '$8', '$5', '$5', '$5', '$10', '$7', '$5', '$4', '$5', '$5', '$10', '$5', '$2', '$9', '$7', '$5', '$5', '$5', '$7', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$7', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$6', '$8', '$5', '$5', '$4', '$5', '$3', '$5', '$5', '$5', '$4', '$5', '$10', '$5', '$5', '$5', '$2', '$5', '$5', '$5', '$5', '$8', '$5', '$5', '$5', '$5', '$5', '$5', '$10', '$5', '$5', '$3', '$4', '$5', '$4', '$5', '$5', '$5', '$10', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$6', '$5', '$5', '$8', '$4', '$4', '$7', '$5', '$5', '$5']",100,6
TU2_1_2_2,1.5,gpt-3.5-turbo,grocery,$50k,"['$5', '$2', '$5', '$5', '$4', '$5', '$5', '$10', '$10', '$6', '5.', '$7', '$12', '$2', '$4', '$3', '$5', '$5', '$3', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$8', '$4', '$5', '$3', '$5', '$2', '$4', '$10', '$5', '$5', '$5', '$4', '$5', '$10', '$7', '$5', '$5', '$4', '$5', '$10', '$5', '$5', '$5', '$4', '$6', '$6', '$5', '$3', '$5', '$5', '$5', '$5', '$5', '$5', '$5', '$6', '$4', '$8', '$5', '$4', '$2', '$8', '$4', '$5', '$6', '$10', '$3', '$5', '$5', '$3', '$5', '$4', '$4', '$5', '$9', '$7', '$10', '$5', '$4', '$4', '$6', '$3', '$5', '$2', '$3', '$5', '$5', '$5', '$8', '$5', '$5', '$5', '$4']",99,6
